Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Quantity~Integer~Quantity~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~VM02_hv2.PrjPcb|ReportField=ProjectFullPath~E:\Projects_Files\Projects\Altium_Projects\VideoMonitoring\VM02_hv2\VM02_hv2.PrjPcb|ReportField=Title~Bill of Materials For Project [VM02_hv2.PrjPcb] (No PCB Document Selected)|ReportField=ReportTime~11:55:03|ReportField=ReportDate~21.09.2018|ReportField=ReportDateTime~21.09.2018 11:55:03|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~206|ReportField=TotalActualPrice~0|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~21.09.2018|ReportField=CurrentTime~11:55:00|ReportField=Date~|ReportField=DocumentFullPathAndName~E:\Projects_Files\Projects\Altium_Projects\VideoMonitoring\VM02_hv2\[1]-COVER_PAGE.SchDoc|ReportField=DocumentName~[1]-COVER_PAGE.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~06.07.2018|ReportField=Organization~|ReportField=ProjectName~VM02_hv2.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~VM02_hv2.PrjPcb|ReportField=DataSourceFullPath~E:\Projects_Files\Projects\Altium_Projects\VideoMonitoring\VM02_hv2\VM02_hv2.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
1|=Value|900-1800 Meandered GSM antenna 1.6mm FR4|ANT1|1
2|0.1uF|CC0603|C1, C2, C3, C4, C5, C8, C10, C11, C12, C46, C50, C51|12
3|22pF|CC0603|C6, C7, C22, C23|4
4|10uFx6.3V|CC0805|C9, C18, C49|3
5|4.7nF|CC0603|C13|1
6|10pF|CC0603|C14|1
7|2.2uF 6.3V|CC0805|C15|1
8|CAP0.35|CAP0.35|C16, C17, C21|3
9|33pFx50V|CC0603|C19|1
10|1uF|CC0603|C20, C47, C48|3
11|33pF|CC0603|C24, C25, C26, C27|4
12|0.1 uF|CC0603|C28, C29, C38, C39, C42|5
13|0.1uFx250V|CC1206|C36|1
14|CAP0.5(1)|CAP0.5(1)|C37|1
15|1000uFx6.3V|CAP0.35|C40|1
16|470uFx35V|CAP0.5(1)|C41|1
17|10 nF|CC0603|C43|1
18|330pF|CC0603|C44|1
19|560pF|CC0603|C45|1
20|100pF|CC0603|C52|1
21|200pF|CC0603|C54, C55|2
22|AP2210K-ADJTRG1|300 mA, Low Voltage, Low Quiescent Current LDO Regulator, 5-Pin SOT-223, Extended Temperature, Tape and Reel|DA1|1
23|TPS61030PWP|Boost converter|DA2|1
24|TPS54260DGQ||DA3|1
25|BQ24070|BQ24070|DA4|1
26|LPC11C24FBD48||DD1|1
27|IS25LP016D-JBLE|S25FL016A0LMFI01|DD2|1
28|SN74LVC1G07DBV|Open Drain Single Bus Bufer|DD3, DD4|2
29|RXE-250|RXE-185|FU1|1
30|RXE-110|RXE-110|FU2, FU6|2
31|MICROSMD010F-2|MICROSMD|FU3|1
32|MICROSMD010F|MICROSMD|FU4, FU5|2
33|PLS-02|PLS-02|J1, J2, J3, J4, J5|5
34|6.8 uH|SDR0805|L1|1
35|SDR0805|SDR0805|L3|1
36|15uH|SDR0805|L4|1
37|GL865-DUAL|GL868-DUAL|M1|1
38|NX5032GA-12.000MHz LN-CD-1|AC5032/2|QR1|1
39|11k 1%|RC0603|R1|1
40|100k|RC0603|R2, R3, R5, R36, R37, R38, R43, R45|8
41|18k 1%|RC0603|R4|1
42|18k|RC0603|R6, R44|2
43|1E|RC0603|R7|1
44|1M 1%|RC0603|R8|1
45|110k 1%|RC0603|R9|1
46|10k|RC0603|R10, R12, R13, R15, R16, R17, R18, R19, R20, R25, R26, R41, R47, R55, R56, R59, R63, R65, R69, R70, R72|21
47|4k7|RC0603|R11, R27, R42, R46, R48, R58, R71|7
48|47k|RC0603|R14|1
49|1k|RC0603|R21, R22, R49, R50, R51, R52, R53, R60, R61, R62, R64, R68|12
50|n.p|RC1206|R23, R24|2
51|220k|RC0603|R28, R29, R30|3
52|48k7 1%|RC0603|R31|1
53|12k|RC0603|R32|1
54|240k|RC0603|R33|1
55|11k1 1%|RC0603|R34|1
56|51k|RC0603|R35|1
57|2k|RC0603|R39|1
58|36k|RC0603|R40|1
59|100E|RC0603|R54|1
60|120E|RC0805|R57|1
61|n.p|RC0603|R66, R67|2
62|DTSM-61N|Switch, Single Pole, Single Throw, Normally Open|S1|1
